SKU,IMAGE URL,TITLE,QUANTITY,"STATUS",DESCRIPTION,SAMPLE RETAIL PRICE,PRODUCT COST,MANUFACTURER,MANUFACTURER ID,MAIN CATEGORY,SUB CATEGORY,THUMBNAIL URL,WEIGHT,MAP PRICE,MSRP,UPC,ASIN,CUSTOM SHIPPING RATE,SHORT DESCRIPTION
<br>
<br>This pump is 14""  tall and pumps on fore and back strokes.It features an Accordian hose and 3 nozzles included to fit most inflatables.","7.99","3.41","Intex","68614E","Sleeping Gear","Air Pumps","http://www.inventorysource.com/images/gs/t_GS48392.jpg","1.4","0.00","7.99","078257686148","","","High Output Hand Pump, 14"" -   Manufacture ID: 68614E    The High Output Hand Pump will quickly help you to inflate just about anything anywhere. It has a high volume output and fills your inflatables faster than a normal hand pump. It is light weight and compact for ease of use. Perfect for the beach or camping trip.    This pump is 14"" tall and pumps on fore and back strokes.It features an Accor",
"GS48376","http://www.inventorysource.com/images/gs/GS48376.jpg","Prestige Downy, Grn Full w/4D","30",Yes,"<b>Prestige Downy Air Bed - Green, Full, with 4D Pump</b><br>Manufacture ID: 66968E<br><br>The Prestige Downy bed is a perfect choice for the rugged outdoors. The flocked top gives a more luxurious sleeping surface, cleans easily, and is waterproof for camping use. The powerful battery-operated (4D) pump goes anywhere!
<br>
<br>Features:
<br>
<br>- Portable Fast-Fill  pump inflates and deflates quickly...ANYWHERE
<br>- Requires 4 D-cell batteries (not included)
<br>- Comfortable Wave Beam construction
<br>- Inflated dimensions fit standard sheet sizes
<br>- Luxurious flocking prevents sheets from slipping
<br>- Full Size
<br>- Green","46.99","18.35","Intex","66968E","Sleeping Gear","Mattresses, Pads","http://www.inventorysource.com/images/gs/t_GS48376.jpg","9.4","0.00","46.99","078257669684","","","Prestige Downy Air Bed - Green, Full, with 4D Pump  Manufacture ID: 66968E    The Prestige Downy bed is a perfect choice for the rugged outdoors. The flocked top gives a more luxurious sleeping surface, cleans easily, and is waterproof for camping use. The powerful battery-operated (4D) pump goes anywhere!    Features:    - Portable Fast-Fill pump inflates and deflates quickly..ANYWHERE  - Require",
"GS48396","http://www.inventorysource.com/images/gs/GS48396.jpg","Classic Downy Bed, Royal Bl Queen","0",Yes,"<b>Classic Downy Air Bed - Royal Blue, Queen Size</b><br>Manufacture ID: 68759E<br><br>With plush flocking on the top, this airbed gives a more luxurious sleeping surface and helps keep bedding from slipping. Flocking cleans easily and is waterproofed for camping use. Wave beam construction for a uniform sleeping surface. Crafted with cozy flocked tops and heavy gauge vinyl that is durable and easy to maintain. 
<br> 
<br> Features:
<br> 
<br>- Plush Flocked Top for Comfort
<br>- Quality tested 20.8 waterproof flocked top with 14 gauge vinyl beams and 15 gauge bottom 
<br>- 2-in-1 valve has extra wide openings for fast inflation and deflation 
<br>- Conventional mattress sizes for more sleeping area and a better fit for sheets 
<br>- 8.75"" mattress thickness for extra soft comfort 
<br>- Weight capacity:  600lbs for Queen 
<br>- Folds compactly for storage or travel 
<br>- Queen Size
<br>- Blue","39.99","14.39","Intex","68759E","Sleeping Gear","Mattresses, Pads","http://www.inventorysource.com/images/gs/t_GS48396.jpg","9.75","0.00","39.99","078257687596","","","Classic Downy Air Bed - Royal Blue, Queen Size  Manufacture ID: 68759E    With plush flocking on the top, this airbed gives a more luxurious sleeping surface and helps keep bedding from slipping. Flocking cleans easily and is waterproofed for camping use. Wave beam construction for a uniform sleeping surface. Crafted with cozy flocked tops and heavy gauge vinyl that is durable and easy to maintain",
"GS48394","http://www.inventorysource.com/images/gs/GS48394.jpg","Classic Downy Bed, Royal Bl Twin","0",Yes,"<b>Classic Downy Air Bed - Royal Blue, Twin Size</b><br>Manufacture ID: 68757E<br><br>With plush flocking on the top, this airbed gives a more luxurious sleeping surface and helps keep bedding from slipping. Flocking cleans easily and is waterproofed for camping use. Wave beam construction for a uniform sleeping surface. Crafted with cozy flocked tops and heavy gauge vinyl that is durable and easy to maintain. 
<br> 
<br> Features:
<br>
<br>- Plush Flocked Top for Comfort
<br>- Quality tested 20.8 waterproof flocked top with 14 gauge vinyl beams and 15 gauge bottom 
<br>- 2-in-1 valve has extra wide openings for fast inflation and deflation 
<br>- Conventional mattress sizes for more sleeping area and a better fit for sheets 
<br>- 8.75"" mattress thickness for extra soft comfort 
<br>- Weight capacity: 300lbs for Twin beds
<br>- Folds compactly for storage or travel 
<br>- Twin Size
<br>- Blue","25.99","9.39","Intex","68757E","Sleeping Gear","Mattresses, Pads","http://www.inventorysource.com/images/gs/t_GS48394.jpg","6.2","0.00","25.99","078257687572","","","Classic Downy Air Bed - Royal Blue, Twin Size  Manufacture ID: 68757E    With plush flocking on the top, this airbed gives a more luxurious sleeping surface and helps keep bedding from slipping. Flocking cleans easily and is waterproofed for camping use. Wave beam construction for a uniform sleeping surface. Crafted with cozy flocked tops and heavy gauge vinyl that is durable and easy to maintain.",
"GS48371","http://www.inventorysource.com/images/gs/GS48371.jpg","Quick Fill Electric Pump AC","19",Yes,"<b>Quick Fill Electric Pump - 120 Volt AC</b><br>Manufacture ID: 66629E<br><br>The Quick Fill AC Electic pump makes very quick work of pumping up the airbed when you have to accomodate that overnight guest. Three interconnecting nozzles make sure that you can fill just about anything.
<br>
<br>Features:
<br>
<br>80% more air flow
<br>UL/CSA listed (110-120 volt)
<br>Shelf box","34.99","16.09","Intex","66629E","Sleeping Gear","Air Pumps","http://www.inventorysource.com/images/gs/t_GS48371.jpg","2.2","0.00","34.99","078257666294","","","Quick Fill Electric Pump - 120 Volt AC  Manufacture ID: 66629E    The Quick Fill AC Electic pump makes very quick work of pumping up the airbed when you have to accomodate that overnight guest. Three interconnecting nozzles make sure that you can fill just about anything.    Features:    80% more air flow  UL/CSA listed (110-120 volt)  Shelf box",
"GS48791","http://www.inventorysource.com/images/gs/GS48791.jpg","Kids Woodland Block +40F RH","11",Yes,"<b>Kids +40F Sleeping Bag - Kids Woodland Block</b><br>Manufacture ID: SJ08640<br><br>The youth bag is filled with Slumberloft HL, which is a hypo-allergenic insulation providing
<br>superior warmth and loft. The exterior of the bag is constructed from a polyester-taffeta material that is durable and resistant to water, while the interior is lined with a peached (soft texture) polyester material that is silky-smooth and stain resistant. The bag&rsquo;s quilted construction makes it extra warm and comfortable.
<br>
<br>After use, the youth sleeping bag rolls up into the hood for easy transport and compact storage. The sleeping bag also comes with a matching poly-cotton pillow. The youth sleeping bag measures 26&rdquo; x 66&rdquo; and weighs 3 lbs. 4 oz.","44.99","25.77","Slumberjack","SJ08640","Sleeping Gear","Kids Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS48791.jpg","4.65","0.00","44.99","034179738297","","","Kids +40F Sleeping Bag - Kids Woodland Block  Manufacture ID: SJ08640    The youth bag is filled with Slumberloft HL, which is a hypo-allergenic insulation providing  superior warmth and loft. The exterior of the bag is constructed from a polyester-taffeta material that is durable and resistant to water, while the interior is lined with a peached (soft texture) polyester material that is silky-smo",
"GS48038","http://www.inventorysource.com/images/gs/GS48038.jpg","RapidAir 2.5 in. Thick","3",Yes,"<b>RapidAir Air Rest Pad - 2.5</b><br>Manufacture ID: 2631960<br><br>Eureka Rapid Air Air Rest Pad features a dual valve system that allows you to inflate and deflate quickly and easily allowing for a short set-up and pack-up.  Enjoy the quick and easy comfort of the Eureka Rapid Air Air Rest Pad. 
<br> 
<br>Features:
<br>
<br>- Two valves in each camp pad 
<br>- Two-way construction valves 
<br>- Fastest to set up 
<br>- Open the inflate valve to inflate, and close it to use 
<br>- Two way valve keeps air in when you need it, and out when you don&rsquo;t 
<br>- After your camp out, just open the deflate valve, roll, and close 
<br>- A friction-fit valve cap is designed to hold secure for a comfortable night&rsquo;s sleep.
<br>
<br>Specifications:
<br>
<br>- Size:  77"" x 28"" x 2.5","159.99","84.88","Eureka!","2631960","Sleeping Gear","Mattresses, Pads","http://www.inventorysource.com/images/gs/t_GS48038.jpg","5.05","0.00","159.99","083826319600","","","RapidAir Air Rest Pad - 2.5  Manufacture ID: 2631960    Eureka Rapid Air Air Rest Pad features a dual valve system that allows you to inflate and deflate quickly and easily allowing for a short set-up and pack-up. Enjoy the quick and easy comfort of the Eureka Rapid Air Air Rest Pad.      Features:    - Two valves in each camp pad   - Two-way construction valves   - Fastest to set up   - Open the ",
"GS48037","http://www.inventorysource.com/images/gs/GS48037.jpg","RapidAir 1.5 in. Thick","13",Yes,"<b>RapidAir Air Rest Pad - 1.5 Inch</b><br>Manufacture ID: 2631950<br><br>The easiest, fastest self-inflating camp pad available.  Two valves in each camp pad, featuring two-way construction.  Open the valves to inflate, and close to use.  The two way valve keeps air in when you need it, and out when you don't.  To store, just open the deflate valve, roll and close.  Friction-fit valve cap holds secure for a good night's sleep.
<br>                                                                                                                   Features:
<br>
<br>- Two valves in each camp pad 
<br>- Two-way construction valves 
<br>- Fastest to set up 
<br>- Open the inflate valve to inflate, and close it to use 
<br>- Two way valve keeps air in when you need it, and out when you don&rsquo;t 
<br>- After your camp out, just open the deflate valve, roll, and close 
<br>- A friction-fit valve cap is designed to hold secure for a comfortable night&rsquo;s sleep.
<br>                                                                                                                                 Specifications:                                                                                                           
<br>- Size:  72"" x 20"" x 1.5"" thick","89.99","53.18","Eureka!","2631950","Sleeping Gear","Mattresses, Pads","http://www.inventorysource.com/images/gs/t_GS48037.jpg","4.15","0.00","89.99","083826319501","","","RapidAir Air Rest Pad - 1.5 Inch  Manufacture ID: 2631950    The easiest, fastest self-inflating camp pad available. Two valves in each camp pad, featuring two-way construction. Open the valves to inflate, and close to use. The two way valve keeps air in when you need it, and out when you don't. To store, just open the deflate valve, roll and close. Friction-fit valve cap holds secure for a good n",
"GS48784","http://www.inventorysource.com/images/gs/GS48784.jpg","All Terrain Hybrid Hammock","5",Yes,"<b>All Terrain Hybrid Hammock - </b><br>Manufacture ID: ATHS<br><br>This is the ultimate piece of wilderness gear for those that need to have one product serve multiple purposes. The AT Hybrid Hammock offers solutions no other product can offer.  It&rsquo;s a hammock, rain fly, footprint, lean 2, A-frame and air bivy!  Easy to use, set up and understand.  Think of the packspace you will save using the ATHH.  Holds up to 400 lbs as a hammock and is 10&rsquo; long X 6&rsquo; wide.  Includes 8 take off points to help use in many different ways.
<br>
<br>100 % Rip-stop Polyester -- PU Coated
<br>color: Blue
<br>uses: hammock, rain fly, footprint, lean 2, A-frame and air bivy
<br>Maximum Carry Weight: 400 LBS","79.99","40.0","Grand Trunk","ATHS","Sleeping Gear","Hammocks","http://www.inventorysource.com/images/gs/t_GS48784.jpg","1.6","69.99","79.99","892902000994","","","All Terrain Hybrid Hammock -   Manufacture ID: ATHS    This is the ultimate piece of wilderness gear for those that need to have one product serve multiple purposes. The AT Hybrid Hammock offers solutions no other product can offer. It&rsquo;s a hammock, rain fly, footprint, lean 2, A-frame and air bivy! Easy to use, set up and understand. Think of the packspace you will save using the ATHH. Holds",
"GS48777","http://www.inventorysource.com/images/gs/GS48777.jpg","ParaSheet Teal/Yellow","7",Yes,"<b>ParaSheet - Teal/Yellow</b><br>Manufacture ID: BB-03<br><br>New from the Travel Hammock, the multi-purpose Parasheet is perfect for use on the beach, picnicking, and camping. This portable piece of parachute nylon comes with grommets and bottom sand pockets, so you can secure your blanket in place. The Parasheet also comes with a built-in stuff sack for easy transportation. Plus it stays cool on those hot summer days; just throw it in your beach bag and off you go. No more heavy towels to weigh you down and a lot less of a mess.
<br>
<br>
<br>Specifications:
<br>
<br>- Weight: Less than 1 lb
<br>- Size: 7&rsquo; x 7&rsquo;
<br>- Parachute nylon
<br>- Machine washable and air dry
<br>- Side pocket for storage
<br>- Side / top entrance
<br>- Built-in stuff sack
<br>- Quick-dry nylon
<br>- Mildew resistant
<br>- Rip prevention pattern","39.99","21.0","Grand Trunk","BB-03","Sleeping Gear","Hammocks","http://www.inventorysource.com/images/gs/t_GS48777.jpg","0.9","37.99","39.99","892902000925","","","ParaSheet - Teal/Yellow  Manufacture ID: BB-03    New from the Travel Hammock, the multi-purpose Parasheet is perfect for use on the beach, picnicking, and camping. This portable piece of parachute nylon comes with grommets and bottom sand pockets, so you can secure your blanket in place. The Parasheet also comes with a built-in stuff sack for easy transportation. Plus it stays cool on those hot s",
"GS48785","http://www.inventorysource.com/images/gs/GS48785.jpg","Skeeter-Beeter Pro Olive/Kh","25",Yes,"<b>Skeeter-Beeter Pro Olive/Khaki - </b><br>Manufacture ID: SBH-P<br><br>New addition to the bug fighting portable hammock solution.  Combines all the great features as the original Skeeter Beeeter Hammock, except now made with our super strong and durable parachute nylon material.  Attached NO-SEE-UM mosquito net mesh and double sided zipper makes for easy in and out, 2 pockets on inside for storage and overhead suspension system for easy set up.  Comes complete with everything you need to use and won&rsquo;t disappoint when bugs are an issue.
<br>
<br>Skeeter-Beeter Pro Olive/Khaki","79.99","40.0","Grand Trunk","SBH-P","Sleeping Gear","Hammocks","http://www.inventorysource.com/images/gs/t_GS48785.jpg","1.75","69.99","79.99","892902000413","","","Skeeter-Beeter Pro Olive/Khaki -   Manufacture ID: SBH-P    New addition to the bug fighting portable hammock solution. Combines all the great features as the original Skeeter Beeeter Hammock, except now made with our super strong and durable parachute nylon material. Attached NO-SEE-UM mosquito net mesh and double sided zipper makes for easy in and out, 2 pockets on inside for storage and overhea",
"GS48032","http://www.inventorysource.com/images/gs/GS48032.jpg","Women's Silver City- Long","4",Yes,"<b>Silver City - Women's Silver City, Long</b><br>Manufacture ID: 2631340<br><br>A bag of her very own!  Specifically patterned to fit a woman's body.  With double layer off-set multi-needle quilt construction, the Women's Casper ultra performance bag has all the same features as the original Casper and is smaller than the original Casper but features the same fill weight.  Patterned to fit a woman's body - narrower in the shoulder area with a more generous cut in the hip area.
<br>
<br>
<br>Features:
<br>
<br>- 210T polyester taffeta liner
<br>- Inside ""stash pocket""
<br>- External pillow pocket
<br>- Trapezoidal foot box
<br>
<br>
<br>Specifications:
<br>
<br>- Long size
<br>- Zipper Side:  Right
<br>- Size:  83"" x 33"" x 21""
<br>- Fill weight:  1lbs 3 oz.
<br>- Carry Weight:  2lbs 3 oz.","99.9","51.75","Eureka!","2631340","Sleeping Gear","Mummy Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS48032.jpg","2.75","89.90","99.90","083826313400","","","Silver City - Women's Silver City, Long  Manufacture ID: 2631340    A bag of her very own! Specifically patterned to fit a woman's body. With double layer off-set multi-needle quilt construction, the Women's Casper ultra performance bag has all the same features as the original Casper and is smaller than the original Casper but features the same fill weight. Patterned to fit a woman's body - narro",
"GS48030","http://www.inventorysource.com/images/gs/GS48030.jpg","Women's Casper- Long","3",Yes,"<b>Casper - Women's Casper, Long</b><br>Manufacture ID: 2631320<br><br>A bag of her very own!  Specifically patterned to fit a woman's body.  With double layer off-set multi-needle quilt construction, the Women's Casper ultra performance bag has all the same features as the original Casper and is smaller than the original Casper but features the same fill weight.  Patterned to fit a woman's body - narrower in the shoulder area with a more generous cut in the hip area.
<br>
<br>
<br>Features:
<br>
<br>- 210T polyester taffeta liner
<br>- Inside ""stash pocket""
<br>- External pillow pocket
<br>- Trapezoidal foot box
<br>
<br>
<br>Specifications:
<br>
<br>- Long size
<br>- Zipper Side:  Right
<br>- Size:  83"" x 33"" x 21""
<br>- Fill weight:  1lbs 15 oz.
<br>- Carry Weight:  3lbs 1 oz.
<br>- Rated to +15 F","129.9","63.22","Eureka!","2631320","Sleeping Gear","Mummy Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS48030.jpg","3.65","109.90","129.90","083826313202","","","Casper - Women's Casper, Long  Manufacture ID: 2631320    A bag of her very own! Specifically patterned to fit a woman's body. With double layer off-set multi-needle quilt construction, the Women's Casper ultra performance bag has all the same features as the original Casper and is smaller than the original Casper but features the same fill weight. Patterned to fit a woman's body - narrower in the",
"GS48031","http://www.inventorysource.com/images/gs/GS48031.jpg","Women's Casper- Regular","5",Yes,"<b>Casper - Women's Casper, Regular</b><br>Manufacture ID: 2631330<br><br>A bag of her very own! Specifically patterned to fit a woman's body.  With double layer off-set multi-needle quilt construction, the Women's Casper ultra performance bag has all the same features as the original Casper and is smaller than the original Casper but features the same fill weight.  Patterned to fit a woman's body - narrower in the shoulder area with a more generous cut in the hip area.
<br>
<br>
<br>Features:
<br>
<br>- 210T polyester taffeta liner
<br>- Inside ""stash pocket""
<br>- External pillow pocket
<br>- Trapezoidal foot box
<br>
<br>
<br>Specifications:
<br>
<br>- Regular size
<br>- Zipper Side:  left
<br>- Size:  78"" x 31"" x 20""
<br>- Fill weight:  1lbs 12 oz.
<br>- Carry Weight:  2lbs 12 oz.
<br>- Rated to +15 F","124.9","60.31","Eureka!","2631330","Sleeping Gear","Mummy Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS48031.jpg","3.65","104.90","124.90","083826313301","","","Casper - Women's Casper, Regular  Manufacture ID: 2631330    A bag of her very own! Specifically patterned to fit a woman's body. With double layer off-set multi-needle quilt construction, the Women's Casper ultra performance bag has all the same features as the original Casper and is smaller than the original Casper but features the same fill weight. Patterned to fit a woman's body - narrower in ",
"GS48033","http://www.inventorysource.com/images/gs/GS48033.jpg","Women's Silver City- Regular","2",Yes,"<b>Silver City - Women's Silver City, Regular</b><br>Manufacture ID: 2631350<br><br>A bag of her very own!  Specifically patterned to fit a woman's body.  With double layer off-set multi-needle quilt construction, the Women's Casper ultra performance bag has all the same features as the original Casper and is smaller than the original Casper but features the same fill weight.  Patterned to fit a woman's body - narrower in the shoulder area with a more generous cut in the hip area.
<br>
<br>
<br>Features:
<br>
<br>- 210T polyester taffeta liner
<br>- Inside ""stash pocket""
<br>- External pillow pocket
<br>- Trapezoidal foot box
<br>
<br>
<br>Specifications:
<br>
<br>- Regular size
<br>- Zipper Side:  Left
<br>- Size:  78"" x 31"" x 20""
<br>- Fill weight:  1lb
<br>- Carry Weight:  2lbs","94.9","48.78","Eureka!","2631350","Sleeping Gear","Mummy Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS48033.jpg","2.75","84.90","94.90","083826313509","","","Silver City - Women's Silver City, Regular  Manufacture ID: 2631350    A bag of her very own! Specifically patterned to fit a woman's body. With double layer off-set multi-needle quilt construction, the Women's Casper ultra performance bag has all the same features as the original Casper and is smaller than the original Casper but features the same fill weight. Patterned to fit a woman's body - na",
"GS55138","http://www.inventorysource.com/images/gs/GS55138.jpg","Everest Extreme -40F","11",Yes,"<b>Everest Extreme -40F - </b><br>Manufacture ID: 71701<br><br>One of the warmest sleeping bags in the Chinook product line featuring Invista Thermolite Extreme insulation, ergonomic head gasket and foot box, waterproof/anti-slip HiTex bottom fabric, oversized draft tubes and neck collar for added protection in the most extreme conditions. The Chinook SnugHood&trade; design gives the best fit around the facial area providing extra comfort while reducing bulk when the draw cord is fully tightened. zippers, and may be zipped together with other compatible bags.
<br>
<br>Specifications:
<br>
<br>- Size:  90"" x 34"" x 22"" (230 x 86 x 55 cm)
<br>- Shape:  Mummy
<br>- Construction:  Four layered shingle design
<br>- Outer shell:  Top is Invista Tactel diamond ripstop nylon/ Bottom is Waterproof anti-slip HiTex nylon
<br>- Lining:  Pongee Pro
<br>- Filling:  3.5 lbs (1600 g) of Invista Thermolite Extreme
<br>- Zipper:  #8 YKK 2-way, reversible puller, auto-lock Stuff Sack Cap Compression bag
<br>- Total Weight:  5.7 lbs (2.6 kg)","228.95","114.08","Chinook","71701","Sleeping Gear","Mummy Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS55138.jpg","5.95","0.00","228.95","774552717012","","","Everest Extreme -40F -   Manufacture ID: 71701    One of the warmest sleeping bags in the Chinook product line featuring Invista Thermolite Extreme insulation, ergonomic head gasket and foot box, waterproof/anti-slip HiTex bottom fabric, oversized draft tubes and neck collar for added protection in the most extreme conditions. The Chinook SnugHood&trade; design gives the best fit around the facial",
"GS55114","http://www.inventorysource.com/images/gs/GS55114.jpg","EVA LiteMat, Large","23",Yes,"<b>EVA LiteMat, Large - </b><br>Manufacture ID: 29007<br><br>EVA LiteMat
<br>
<br>Features:
<br>
<br>- Ultralight closed-cell EVA foam pads
<br>- Provides super insulation and comfort under any sleeping bag
<br>- The tough, light, blue foam stands up to cold temperatures as low as &ndash;60&#xB0;F without cracking or becoming brittle
<br>
<br>Specifications:
<br>
<br>- Size:  76 x 26 x 0.625"" (193 x 66 x 1.6 cm)
<br>- Large","26.95","12.77","Chinook","29007","Sleeping Gear","Mattresses, Pads","http://www.inventorysource.com/images/gs/t_GS55114.jpg","1.0","0.00","26.95","774552290072","","","EVA LiteMat, Large -   Manufacture ID: 29007    EVA LiteMat    Features:    - Ultralight closed-cell EVA foam pads  - Provides super insulation and comfort under any sleeping bag  - The tough, light, blue foam stands up to cold temperatures as low as &ndash;60&#xB0;F without cracking or becoming brittle    Specifications:    - Size: 76 x 26 x 0.625"" (193 x 66 x 1.6 cm)  - Large",
"GS55112","http://www.inventorysource.com/images/gs/GS55112.jpg","ChinookRest Mattress 72x20","6",Yes,"<b>ChinookRest Mattress - 72"" x 20""</b><br>Manufacture ID: 23030<br><br>ChinookRest Self-Inflating Air Mattress- These all-purpose, self-inflating mattresses are ideal for any backpacking excursion or family camping trip
<br>
<br>Features:
<br>
<br>- Top Fabric: Lightweight and durable, TPU-coated diamond ripstop nylon fabric with an anti-slip surface to help reduce sleeping bag slippage
<br>- Bottom Fabric: Heavy-duty, TPU-coated nylon with a non-slip surface
<br>- Top quality, super strong brass valve for quick and easy inflation and deflation. Will not break in sub-zero weather.
<br>- Superior open-cell foam for rapid inflation/deflation, excellent insulation and extra comfort on rough or uneven surfaces
<br>- Comes with a stuffsack and repair kit
<br>
<br>Specifications:
<br>
<br>- 72"" x 20"" (183 x 51 cm) 
<br>- Thickness:  1.5"" (3.8 cm) 
<br>- Weight:  2 lbs 11 oz (1230 g)
<br>- R-Value*:  3.8""
<br>
<br>* The R-value is a measure of insulating properties. It describes an item&rsquo;s resistance to heatflow. The higher the R-value number, the slower heat will escape.
<br>To achieve the listed Chinook R-values, ensure your mattress is fully inflated.","65.95","32.57","Chinook","23030","Sleeping Gear","Mattresses, Pads","http://www.inventorysource.com/images/gs/t_GS55112.jpg","2.7","0.00","65.95","774552230306","","","ChinookRest Mattress - 72"" x 20""  Manufacture ID: 23030    ChinookRest Self-Inflating Air Mattress- These all-purpose, self-inflating mattresses are ideal for any backpacking excursion or family camping trip    Features:    - Top Fabric: Lightweight and durable, TPU-coated diamond ripstop nylon fabric with an anti-slip surface to help reduce sleeping bag slippage  - Bottom Fabric: Heavy-duty, TPU-",
"GS55109","http://www.inventorysource.com/images/gs/GS55109.jpg","Microloft Mummy 23F","5",Yes,"<b>Microloft 23F - Mummy</b><br>Manufacture ID: 20200<br><br>Microloft Mummy 23F
<br>
<br>Specifications:
<br>
<br>- Size:  90"" x 34"" x 22"" (229 x 86 x 56 cm) 
<br>- Shape:  Mummy
<br>- Construction:  One layer 
<br>- Outer Shell:  Nylon taffeta 
<br>- Lining:  Pongee Pro 
<br>- Filling:  1 layer of 100g/m2 Primaloft Sport 
<br>- Zipper:  #5 YKK 2-way
<br>- Stuff Sack:  4-way compression bag 
<br>- Total Weight 2.5 lbs (1.1 kg)
<br>- 23 degrees F","97.95","48.37","Chinook","20200","Sleeping Gear","Mummy Sleeping Bags","http://www.inventorysource.com/images/gs/t_GS55109.jpg","2.2","0.00","97.95","774552202006","","","Microloft 23F - Mummy  Manufacture ID: 20200    Microloft Mummy 23F    Specifications:    - Size: 90"" x 34"" x 22"" (229 x 86 x 56 cm)   - Shape: Mummy  - Construction: One layer   - Outer Shell: Nylon taffeta   - Lining: Pongee Pro   - Filling: 1 layer of 100g/m2 Primaloft Sport   - Zipper: #5 YKK 2-way  - Stuff Sack: 4-way compression bag   - Total Weight 2.5 lbs (1.1 kg)  - 23 degrees F",
"GS55118","http://www.inventorysource.com/images/gs/GS55118.jpg","Heavy Duty Padded Cot 33","0",Yes,"<b>Heavy Duty Padded Cot 33"" - </b><br>Manufacture ID: 29250<br><br>Heavy Duty Padded Cot 33""
<br>
<br>Features:
<br>
<br>- Quick, hassle-free setup &ndash; just unfold and it&rsquo;s ready to use
<br>- Adjustable backrest settings
<br>- Padded sleeping surface with built-in pillow for superior comfort and warmth
<br>- Heavy duty welded aluminum frame with height adjustment system
<br>- 600-denier nylon fabric throughout for lasting performance
<br>- Folds up compactly for easy transportation and storage
<br>
<br>Specifications:
<br>
<br>- Color:  Forest Green
<br>- Size (open):  80&rdquo; x 33&rdquo; x 20&rdquo; (203 x 82 x 51 cm)","239.95","119.57","Chinook","29250","Sleeping Gear","Cots","http://www.inventorysource.com/images/gs/t_GS55118.jpg","22.15","0.00","239.95","774552292502","","","Heavy Duty Padded Cot 33"" -   Manufacture ID: 29250    Heavy Duty Padded Cot 33""    Features:    - Quick, hassle-free setup &ndash; just unfold and it&rsquo;s ready to use  - Adjustable backrest settings  - Padded sleeping surface with built-in pillow for superior comfort and warmth  - Heavy duty welded aluminum frame with height adjustment system  - 600-denier nylon fabric throughout for lasting ",
"GS55111","http://www.inventorysource.com/images/gs/GS55111.jpg","Down Pillow","19",Yes,"<b>Down Pillow - </b><br>Manufacture ID: 22050<br><br>Down Pillow
<br>
<br>- Size:  17"" x 13"" (43 x 33 cm)
<br>- Material:  Pongee Pillow Case
<br>- Filling:  500 Fill Power, 80/20, duck down
<br>- Features:  Invista Tactel diamond ripstop nylon stuff sack 
<br>- Removable pillowcase can be filled with extra stuffing (fleece, sweaters)","30.95","15.22","Chinook","22050","Sleeping Gear","Pillows","http://www.inventorysource.com/images/gs/t_GS55111.jpg","1.1","0.00","30.95","774552220505","","","Down Pillow -   Manufacture ID: 22050    Down Pillow    - Size: 17"" x 13"" (43 x 33 cm)  - Material: Pongee Pillow Case  - Filling: 500 Fill Power, 80/20, duck down  - Features: Invista Tactel diamond ripstop nylon stuff sack   - Removable pillowcase can be filled with extra stuffing (fleece, sweaters)",
"GS55113","http://www.inventorysource.com/images/gs/GS55113.jpg","ChinookRest Mattress 76x25","14",Yes,"<b>ChinookRest Mattress - 76"" x 25""</b><br>Manufacture ID: 23035<br><br>ChinookRest Self-Inflating Air Mattress- These all-purpose, self-inflating mattresses are ideal for any backpacking excursion or family camping trip
<br>
<br>Features:
<br>
<br>- Top Fabric: Lightweight and durable, TPU-coated diamond ripstop nylon fabric with an anti-slip surface to help reduce sleeping bag slippage
<br>- Bottom Fabric: Heavy-duty, TPU-coated nylon with a non-slip surface
<br>- Top quality, super strong brass valve for quick and easy inflation and deflation. Will not break in sub-zero weather.
<br>- Superior open-cell foam for rapid inflation/deflation, excellent insulation and extra comfort on rough or uneven surfaces
<br>- Comes with a stuffsack and repair kit
<br>
<br>Specifications:
<br>
<br>- 76"" x 25"" (193 x 63 cm) 
<br>- Thickness:  2"" (5 cm)
<br>- Weight:  4 lbs 1 oz (1848 g)
<br>- R-Value*:  6.2""
<br>
<br>* The R-value is a measure of insulating properties. It describes an item&rsquo;s resistance to heatflow. The higher the R-value number, the slower heat will escape.
<br>To achieve the listed Chinook R-values, ensure your mattress is fully inflated.","80.95","40.16","Chinook","23035","Sleeping Gear","Mattresses, Pads","http://www.inventorysource.com/images/gs/t_GS55113.jpg","4.15","0.00","80.95","774552230351","","","ChinookRest Mattress - 76"" x 25""  Manufacture ID: 23035    ChinookRest Self-Inflating Air Mattress- These all-purpose, self-inflating mattresses are ideal for any backpacking excursion or family camping trip    Features:    - Top Fabric: Lightweight and durable, TPU-coated diamond ripstop nylon fabric with an anti-slip surface to help reduce sleeping bag slippage  - Bottom Fabric: Heavy-duty, TPU-",
"GS55108","http://www.inventorysource.com/images/gs/GS55108.jpg","DownMicro Hood Rect 36F, Sil/Blue","8",Yes,"<b>DownMicro Hooded Rectangular 36F, Silver/Blue - </b><br>Manufacture ID: 20110<br><br>DownMicro Hooded Rectangular 36F
<br>
<br>Specifications:
<br>
